Trnst ID,Settled Date,Description,Debit,Credit,Balance
92743608,2024-12-13T16:01:38Z,"khan2025,Order ID: 221045, Ref.: 221045",900,0,900
92743766,2024-12-13T16:02:04Z,"khan2025,",25,0,25
92744742,2024-12-13T16:04:16Z,"Sujonlive,Order ID: 221050, Ref.: 221050",500,0,500
92744873,2024-12-13T16:04:38Z,"0160043,Order ID: 221048, Ref.: 221048",200,0,200
92746265,2024-12-13T16:07:48Z,"Raton57,Order ID: 221055, Ref.: 221055",500,0,500
92760716,2024-12-13T16:37:39Z,"Babul321,manually deposit BLD02UQKS4",200,0,200
92766239,2024-12-13T16:47:54Z,"Rcca77,Withdraw, Account No. 01765577477",0,1000,0
92769057,2024-12-13T16:52:28Z,"Jakir213,Order ID: 221073, Ref.: 221073",200,0,200
92784451,2024-12-13T17:19:05Z,"Rcca77,Withdraw, Account No. 01765577477",0,1000,0
92788634,2024-12-13T17:25:26Z,"Sujonlive,Order ID: 221087, Ref.: 221087",500,0,500
92793529,2024-12-13T17:35:24Z,"Shahidu,Order ID: 221090, Ref.: 221090",200,0,200
92799489,2024-12-13T17:45:44Z,"Monirmia,Order ID: 221095, Ref.: 221095",500,0,500
92810817,2024-12-13T18:02:34Z,"Shahidu,Order ID: 221101, Ref.: 221101",200,0,200
92814903,2024-12-13T18:11:29Z,"md016,Order ID: 221105, Ref.: 221105",1000,0,1000
92818969,2024-12-13T18:20:13Z,"Mona3333,Order ID: 221030, Ref.: 221030",200,0,200
92819166,2024-12-13T18:20:40Z,"Raton57,Withdraw, Account No. 01991603832",0,800,0
92823135,2024-12-13T18:30:33Z,"suzonm77,Order ID: 221061, Ref.: 221061",200,0,200
92828096,2024-12-13T18:42:41Z,"Daba7070,Order ID: 221120, Ref.: 221120",1000,0,1000
92831172,2024-12-13T18:50:43Z,"suzonm77,",10,0,10
92838594,2024-12-13T19:11:13Z,"Monirmia,WDR APPROVED, Account No. 01714379102",0,3000,0
92838669,2024-12-13T19:11:36Z,"Shahidu,WDR APPROVED, Account No. 01928081623",0,500,0
92838755,2024-12-13T19:11:52Z,"md016,WDR APPROVED, Account No. 01786835145",0,2167,0
92871288,2024-12-13T20:30:37Z,"Daba7070,WDR APPROVED, Account No. 01759204039",0,2400,0
92876433,2024-12-13T20:58:26Z,"Master30xx,Order ID: 221131, Ref.: 221131",400,0,400
92883778,2024-12-13T21:46:05Z,"Sohag1245,WDR APPROVED, Account No. 01941178238",0,700,0
92889105,2024-12-13T22:29:15Z,"Jakir213,Order ID: 221124, Ref.: 221124",300,0,300
92891338,2024-12-13T22:43:43Z,"Sohag1245,Order ID: 221132, Ref.: 221132",200,0,200
92897356,2024-12-13T23:34:47Z,"ANABIYA5866,Order ID: 221133, Ref.: 221133",800,0,800
92899638,2024-12-13T23:58:16Z,"ANABIYA5866,Order ID: 221134, Ref.: 221134",900,0,900
92901037,2024-12-14T00:11:18Z,"ANABIYA5866,Order ID: 221135, Ref.: 221135",1000,0,1000
92905902,2024-12-14T00:48:04Z,"ANABIYA5866,WDR APPROVED, Account No. 01822942866",0,3770,0
92906162,2024-12-14T00:50:20Z,"Hnhasan,WDR APPROVED, Account No. 01314606037",0,2040,0
92906751,2024-12-14T00:55:14Z,"Daba7070,WDR APPROVED, Account No. 01759204039",0,1000,0
92909006,2024-12-14T01:16:32Z,"11Julhas,WDR APPROVED, Account No. 01739487579",0,1000,0
92912569,2024-12-14T01:39:31Z,"Sohag1245,Order ID: 221142, Ref.: 221142",700,0,700
92917222,2024-12-14T02:01:00Z,"Mona3333,WDR APPROVED, Account No. 01933154501",0,500,0
92941718,2024-12-14T03:39:57Z,"Montasin,Order ID: 221164, Ref.: 221164",2000,0,2000
92943127,2024-12-14T03:46:05Z,"Saidul92,Order ID: 221165, Ref.: 221165",200,0,200
92945900,2024-12-14T03:56:40Z,"Sohag1245,Order ID: 221167, Ref.: 221167",400,0,400
92949425,2024-12-14T04:13:17Z,"md016,Order ID: 221170, Ref.: 221170",2500,0,2500
92963882,2024-12-14T05:13:54Z,"md016,Withdraw from md016",0,2000,0
92963901,2024-12-14T05:13:58Z,"md016,Withdraw from md016",0,100,0
92976122,2024-12-14T05:55:37Z,"Mithubd,Order ID: 221180, Ref.: 221180",200,0,200
92985486,2024-12-14T06:18:57Z,"masud097,Order ID: 221184, Ref.: 221184",500,0,500
92989372,2024-12-14T06:25:25Z,"Shajalal40,Order ID: 221187, Ref.: 221187",270,0,270
92993065,2024-12-14T06:34:12Z,"Ridoyk102,Order ID: 221188, Ref.: 221188",300,0,300
92994178,2024-12-14T06:37:04Z,"Shahidu,Order ID: 221189, Ref.: 221189",200,0,200
92994967,2024-12-14T06:39:11Z,"sumoninox,Order ID: 221191, Ref.: 221191",1000,0,1000
93007299,2024-12-14T07:09:03Z,"Shahidu,Order ID: 221205, Ref.: 221205",200,0,200
93012817,2024-12-14T07:23:04Z,"Tarunray,Order ID: 221209, Ref.: 221209",500,0,500
93023570,2024-12-14T07:49:29Z,"Alman1234,Order ID: 221226, Ref.: 221226",500,0,500
93037031,2024-12-14T08:24:30Z,"Sohag1245,Withdraw, Account No. 01941178238",0,500,0
93041736,2024-12-14T08:36:57Z,"Mdrohan,Order ID: 221241, Ref.: 221241",200,0,200
93046799,2024-12-14T08:48:57Z,"Sohel9131,Order ID: 221245, Ref.: 221245",200,0,200
93054687,2024-12-14T09:08:59Z,"Hnhasan,Deposit to Hnhasan  BLE73AHEGR",1000,0,1000
93055298,2024-12-14T09:10:26Z,"Dipayon,Order ID: 221251, Ref.: 221251",20000,0,20000
93056761,2024-12-14T09:14:07Z,"Maya20, 5010048889   gatway approved",1000,0,1000
93057173,2024-12-14T09:15:07Z,"Shajalal40,Order ID: 221253, Ref.: 221253",500,0,500
93057886,2024-12-14T09:16:46Z,"Gabbarvip,Order ID: 221255, Ref.: 221255",500,0,500
93070578,2024-12-14T09:42:50Z,"md016,Order ID: 221256, Ref.: 221256",1525,0,1525
93073254,2024-12-14T09:47:40Z,"Shajalal40,Order ID: 221262, Ref.: 221262",500,0,500
93075234,2024-12-14T09:50:54Z,"sumoninox,Withdraw, Account No. 01749180029",0,1600,0
93083014,2024-12-14T10:06:06Z,"Mahadi321,Order ID: 221265, Ref.: 221265",300,0,300
93090432,2024-12-14T10:23:36Z,"Mehedi297029,Order ID: 221269, Ref.: 221269",490,0,490
93094533,2024-12-14T10:32:27Z,"shohel365,Order ID: 221271, Ref.: 221271",500,0,500
93098559,2024-12-14T10:41:25Z,"HasanAli96ar,Deposit to HasanAli96ar  BLE53D6LGL",200,0,200
93099758,2024-12-14T10:43:48Z,"Mahadi321,Withdraw, Account No. 01906048819",0,500,0
93104825,2024-12-14T10:46:44Z,"Akash321,Order ID: 221275, Ref.: 221275",200,0,200
93109118,2024-12-14T10:55:29Z,"Rabbi3006,Order ID: 221277, Ref.: 221277",200,0,200
93110340,2024-12-14T10:58:54Z,"Sohag1245,Withdraw, Account No. 01941178238",0,600,0
93116391,2024-12-14T11:10:49Z,"Raton57,Order ID: 221128, Ref.: 221128",300,0,300
93116576,2024-12-14T11:11:11Z,"Akash321,Order ID: 221281, Ref.: 221281",200,0,200
93118896,2024-12-14T11:16:26Z,"Rabbi3006,Order ID: 221282, Ref.: 221282",320,0,320
93122974,2024-12-14T11:25:17Z,"Sohag1245,Order ID: 221283, Ref.: 221283",300,0,300
93131798,2024-12-14T11:46:40Z,"Akash321,Order ID: 221302, Ref.: 221302",1000,0,1000
93133520,2024-12-14T11:50:45Z,"Mona3333,Order ID: 221303, Ref.: 221303",300,0,300
93134515,2024-12-14T11:53:26Z,"Sujonlive,Order ID: 221304, Ref.: 221304",500,0,500
93140387,2024-12-14T12:07:26Z,"Mahadi321,Withdraw, Account No. 01906048819",0,700,0
93140691,2024-12-14T12:08:17Z,"Rabbi3006,Withdraw, Account No. 01833627238",0,760,0
93144863,2024-12-14T12:17:53Z,"srejon22,Order ID: 221308, Ref.: 221308",4900,0,4900
93149637,2024-12-14T12:27:09Z,"AKTEAR97ar,Order ID: 221309, Ref.: 221309",500,0,500
93150417,2024-12-14T12:29:07Z,"Rabbi3006,Order ID: 221312, Ref.: 221312",200,0,200
93151704,2024-12-14T12:32:21Z,"Tonu222,Order ID: 221315, Ref.: 221315",500,0,500
93156520,2024-12-14T12:44:17Z,"Sohag1245,Withdraw, Account No. 01941178238",0,500,0
93163107,2024-12-14T12:59:10Z,"Tarunray,Order ID: 221321, Ref.: 221321",500,0,500
93163248,2024-12-14T12:59:32Z,"AbuSaim71ar,Deposit to AbuSaim71ar 73GUUYCX",200,0,200
93165596,2024-12-14T13:04:59Z,"Maya20,Withdraw, Account No. 01580635340",0,500,0
93167422,2024-12-14T13:09:23Z,"Kamrul6452,Order ID: 221326, Ref.: 221326",200,0,200
93172312,2024-12-14T13:21:19Z,"Sujonlive,Order ID: 221329, Ref.: 221329",300,0,300
93173430,2024-12-14T13:24:06Z,"srejon22,srejon22, Account No. 01857450897",0,8615,0
93177126,2024-12-14T13:31:33Z,"sakoo8219,Order ID: 221331, Ref.: 221331",1000,0,1000
93178536,2024-12-14T13:34:27Z,"himell2211,Order ID: 221333, Ref.: 221333",200,0,200
93188696,2024-12-14T13:56:04Z,"Kaysar11,Order ID: 221343, Ref.: 221343",1000,0,1000
93191994,2024-12-14T14:03:37Z,"Monowar12,Order ID: 221349, Ref.: 221349",200,0,200
93193785,2024-12-14T14:07:45Z,"Nooralma,Order ID: 221350, Ref.: 221350",200,0,200
93196386,2024-12-14T14:13:01Z,"Sharif87,Order ID: 221354, Ref.: 221354",1000,0,1000
93204541,2024-12-14T14:29:25Z,"Skayat,BLE03MIIBS",300,0,300
93213144,2024-12-14T14:46:27Z,"Rqtul321,Order ID: 221364, Ref.: 221364",500,0,500
93222964,2024-12-14T15:05:19Z,"Sharif87,Order ID: 221370, Ref.: 221370",500,0,500
93223442,2024-12-14T15:06:16Z,"Babul321,Order ID: 221371, Ref.: 221371",200,0,200
93229789,2024-12-14T15:15:34Z,"Jahid5,Order ID: 221375, Ref.: 221375",200,0,200
93232190,2024-12-14T15:19:54Z,"Sujonlive,Order ID: 221377, Ref.: 221377",500,0,500
93247160,2024-12-14T15:37:43Z,"Sujonlive,Order ID: 221381, Ref.: 221381",500,0,500
93260130,2024-12-14T15:59:21Z,"Daba7070,Order ID: 221395, Ref.: 221395",1000,0,1000
93263066,2024-12-14T16:03:07Z,"sakoo8219,sakoo8219, Account No. 01937825452",0,750,0
93264389,2024-12-14T16:04:57Z,"Daba7070,Order ID: 221397, Ref.: 221397",200,0,200
93267624,2024-12-14T16:10:27Z,"Hnhasan,Deposit to Hnhasan  BLE83PRNGO",1000,0,1000
93267956,2024-12-14T16:11:09Z,"Shahidu,Order ID: 221402, Ref.: 221402",200,0,200
93277368,2024-12-14T16:28:51Z,"Akash321,Order ID: 221409, Ref.: 221409",500,0,500
93283244,2024-12-14T16:38:48Z,"Karim777,Deposit to Karim777 BLE03Q7PPE",500,0,500
93302029,2024-12-14T17:13:22Z,"Akash3210,WDR APPROVED, Account No. 01760038665",0,2000,0
93302269,2024-12-14T17:13:41Z,"Mahadi321,Order ID: 221430, Ref.: 221430",300,0,300
93309614,2024-12-14T17:22:10Z,"souravami1010,WDR APPROVED, Account No. 01794408887",0,500,0
93314572,2024-12-14T17:30:08Z,"md016,Order ID: 221433, Ref.: 221433",405,0,405
93314973,2024-12-14T17:30:56Z,"Akash321,Order ID: 221434, Ref.: 221434",200,0,200
93316088,2024-12-14T17:32:58Z,"Sohag1245,Order ID: 221435, Ref.: 221435",700,0,700
93319804,2024-12-14T17:39:34Z,"Mahadi321,Order ID: 221438, Ref.: 221438",400,0,400
93330588,2024-12-14T17:57:24Z,"Akash321,Order ID: 221443, Ref.: 221443",500,0,500
93373208,2024-12-14T19:24:23Z,"Sohag1245,WDR APPROVED, Account No. 01941178238",0,800,0
93373463,2024-12-14T19:24:57Z,"Akash3210,WDR APPROVED, Account No. 01760038665",0,2000,0
93373755,2024-12-14T19:25:22Z,"Daba7070,WDR APPROVED, Account No. 01759204039",0,1800,0
93374025,2024-12-14T19:25:43Z,"Mahadi321,WDR APPROVED, Account No. 01906048819",0,1000,0
93375023,2024-12-14T19:27:43Z,"Nasim007,Order ID: 221468, Ref.: 221468",700,0,700
93390783,2024-12-14T20:08:01Z,"Nasim007,WDR APPROVED, Account No. 01609064768",0,2680,0
93392171,2024-12-14T20:12:35Z,"Master30xx,Order ID: 221475, Ref.: 221475",300,0,300
93401795,2024-12-14T20:54:15Z,"0170160,Order ID: 221421, Ref.: 221421",240,0,240
93411465,2024-12-14T22:02:18Z,"Thsagar,Order ID: 221478, Ref.: 221478",200,0,200
93419736,2024-12-14T23:24:00Z,"Sohag1245,amount refund",800,0,800
93421099,2024-12-14T23:35:07Z,"faruque1,Order ID: 221477, Ref.: 221477",400,0,400
93423586,2024-12-15T00:02:30Z,"Sohag1245,WDR APPROVED, Account No. 01941178238",0,1200,0
93427414,2024-12-15T00:50:03Z,"Raton57,Order ID: 221488, Ref.: 221488",500,0,500
93431471,2024-12-15T01:26:34Z,"Sohag1245,Order ID: 221490, Ref.: 221490",700,0,700
93438048,2024-12-15T02:03:48Z,"Sohag1245,Order ID: 221493, Ref.: 221493",500,0,500
93442253,2024-12-15T02:29:46Z,"Akash321,Order ID: 221496, Ref.: 221496",980,0,980
93448318,2024-12-15T03:05:19Z,"Monju788788,Order ID: 221501, Ref.: 221501",500,0,500
93448725,2024-12-15T03:07:14Z,"Akash3210,WDR APPROVED, Account No. 01760038665",0,4000,0
93450285,2024-12-15T03:15:41Z,"Akash321,Order ID: 221503, Ref.: 221503",500,0,500
93451203,2024-12-15T03:21:26Z,"Sohel32,Order ID: 221505, Ref.: 221505",500,0,500
93451845,2024-12-15T03:25:37Z,"Akash321,Order ID: 221506, Ref.: 221506",1000,0,1000
93455283,2024-12-15T03:41:57Z,"Akash321,Order ID: 221507, Ref.: 221507",2000,0,2000
93457671,2024-12-15T03:54:06Z,"Akash321,Order ID: 221509, Ref.: 221509",500,0,500
93458211,2024-12-15T03:56:33Z,"Sohag1245,Order ID: 221511, Ref.: 221511",400,0,400
93460022,2024-12-15T04:03:32Z,"Akash321,Order ID: 221513, Ref.: 221513",500,0,500
93461691,2024-12-15T04:10:40Z,"Akash321,Order ID: 221515, Ref.: 221515",1000,0,1000
93462772,2024-12-15T04:14:33Z,"Sohel32,WDR APPROVED, Account No. 01787793238",0,1000,0
93463100,2024-12-15T04:16:07Z,"Mona3333,Order ID: 221517, Ref.: 221517",200,0,200
93463534,2024-12-15T04:17:42Z,"Akash321,Order ID: 221522, Ref.: 221522",500,0,500
93466337,2024-12-15T04:28:53Z,"Akash321,Order ID: 221525, Ref.: 221525",800,0,800
93480096,2024-12-15T05:11:28Z,"Sharif87,Order ID: 221532, Ref.: 221532",1000,0,1000
93484202,2024-12-15T05:24:47Z,"Skjoy2233,Order ID: 221537, Ref.: 221537",500,0,500
93488562,2024-12-15T05:36:35Z,"Sharif87,Order ID: 221541, Ref.: 221541",1000,0,1000
93500186,2024-12-15T06:06:15Z,"saeedi143,Order ID: 221545, Ref.: 221545",500,0,500
93500573,2024-12-15T06:07:31Z,"Tarunray,Order ID: 221546, Ref.: 221546",200,0,200
93505519,2024-12-15T06:20:17Z,"Betvorodemologin,Order ID: 221548, Ref.: 221548",200,0,200
93511574,2024-12-15T06:35:45Z,"AmitRoy01,amt from demo id to AmitRoy01 BLF840PWT8",200,0,200
93513255,2024-12-15T06:40:10Z,"Master30xx,Order ID: 221552, Ref.: 221552",590,0,590
93529756,2024-12-15T07:13:21Z,"Sharif87,Order ID: 221563, Ref.: 221563",2000,0,2000
93540328,2024-12-15T07:38:42Z,"Betvorodemologin,Order ID: 221569, Ref.: 221569",1000,0,1000
93540621,2024-12-15T07:39:27Z,"Sumon2,Order ID: 221570, Ref.: 221570",200,0,200
93544772,2024-12-15T07:50:07Z,"shibuRD,Order ID: 221573, Ref.: 221573",200,0,200
93550838,2024-12-15T08:05:03Z,"shibuRD,Order ID: 221581, Ref.: 221581",500,0,500
93551426,2024-12-15T08:06:29Z,"Marufbd,Order ID: 221582, Ref.: 221582",500,0,500
93555465,2024-12-15T08:16:43Z,"Sharif87,Deposit to Sharif87 5012287557 reverse from demo id",1000,0,1000
93564495,2024-12-15T08:38:59Z,"Ponu10,Order ID: 221593, Ref.: 221593",2000,0,2000
93565221,2024-12-15T08:40:34Z,"11Julhas,Order ID: 221592, Ref.: 221592",500,0,500
93567262,2024-12-15T08:44:49Z,"Sharif87,Order ID: 221596, Ref.: 221596",1000,0,1000
93570566,2024-12-15T08:51:59Z,"ASHRAFUL64,Order ID: 221600, Ref.: 221600",400,0,400
93572822,2024-12-15T08:56:23Z,"Rubelmahmu,Order ID: 221603, Ref.: 221603",300,0,300
93578515,2024-12-15T09:07:26Z,"Akash321,Order ID: 221605, Ref.: 221605",510,0,510
93584685,2024-12-15T09:21:28Z,"Sharif87,Order ID: 221606, Ref.: 221606",500,0,500
93588222,2024-12-15T09:29:58Z,"Zihad39,Order ID: 221611, Ref.: 221611",395,0,395
93593100,2024-12-15T09:39:58Z,"Sharif87,Order ID: 221612, Ref.: 221612",500,0,500
93601250,2024-12-15T09:52:54Z,"MdRahat71ar,Order ID: 221616, Ref.: 221616",200,0,200
93601731,2024-12-15T09:53:59Z,"Akash321,Order ID: 221618, Ref.: 221618",200,0,200
93609183,2024-12-15T10:08:16Z,"Tarunray,Withdraw, Account No. 01725608877",0,500,0
93609451,2024-12-15T10:08:45Z,"Master30xx,Withdraw, Account No. 01814563029",0,500,0
93609961,2024-12-15T10:09:51Z,"Abdus321,Order ID: 221625, Ref.: 221625",200,0,200
93612458,2024-12-15T10:15:22Z,"Sujonlive,Order ID: 221629, Ref.: 221629",500,0,500
93612849,2024-12-15T10:16:08Z,"Akash321,Order ID: 221623, Ref.: 221623",290,0,290
93613718,2024-12-15T10:17:59Z,"Sharif87,Order ID: 221631, Ref.: 221631",2000,0,2000
93631322,2024-12-15T10:53:50Z,"Rubelmahmu,Order ID: 221647, Ref.: 221647",300,0,300
93632148,2024-12-15T10:55:26Z,"Daba7070,Order ID: 221649, Ref.: 221649",500,0,500
93637692,2024-12-15T11:07:13Z,"Sharif87,Order ID: 221652, Ref.: 221652",1000,0,1000
93643237,2024-12-15T11:17:42Z,"Shojib123,Order ID: 221656, Ref.: 221656",200,0,200
93643469,2024-12-15T11:18:16Z,"Zahangirmb91ar,Order ID: 221658, Ref.: 221658",800,0,800
93643801,2024-12-15T11:19:01Z,"Akash321,Order ID: 221659, Ref.: 221659",250,0,250
93663489,2024-12-15T11:46:33Z,"Rakib321,Order ID: 221665, Ref.: 221665",200,0,200
93663737,2024-12-15T11:47:05Z,"Sharif87,Order ID: 221667, Ref.: 221667",2000,0,2000
93672873,2024-12-15T12:08:56Z,"Rubel2024AD,Order ID: 221672, Ref.: 221672",200,0,200
93674985,2024-12-15T12:14:47Z,"Rubelmahmu,Order ID: 221673, Ref.: 221673",330,0,330
93677205,2024-12-15T12:20:58Z,"Daba7070,Order ID: 221674, Ref.: 221674",500,0,500
93677209,2024-12-15T12:20:59Z,"Betvoromaster001,Order ID: 221676, Ref.: 221676",2000,0,2000
93677685,2024-12-15T12:22:14Z,"Abdus321,Order ID: 221677, Ref.: 221677",200,0,200
93697915,2024-12-15T13:08:59Z,"rasel591,Order ID: 221686, Ref.: 221686",200,0,200
93702073,2024-12-15T13:21:28Z,"Abdus321,Order ID: 221690, Ref.: 221690",500,0,500
93706070,2024-12-15T13:31:19Z,"Jakir213,Order ID: 221692, Ref.: 221692",400,0,400
93710036,2024-12-15T13:41:26Z,"Abdus321,Order ID: 221693, Ref.: 221693",200,0,200
93712976,2024-12-15T13:48:04Z,"Babulahmed,Order ID: 221694, Ref.: 221694",1500,0,1500
93716997,2024-12-15T13:57:44Z,"ANABIYA5866,Order ID: 221697, Ref.: 221697",900,0,900
93721042,2024-12-15T14:06:41Z,"Jakir213,Order ID: 221699, Ref.: 221699",300,0,300
93721553,2024-12-15T14:08:05Z,"Shojib123,Order ID: 221679, Ref.: 221679",200,0,200
93725244,2024-12-15T14:16:24Z,"Abdus321,Order ID: 221700, Ref.: 221700",500,0,500
93727254,2024-12-15T14:20:20Z,"ANABIYA5866,Order ID: 221701, Ref.: 221701",1000,0,1000
93754703,2024-12-15T15:07:05Z,"Abdus321,WDR APPROVED, Account No. 01734564193",0,500,0
93758651,2024-12-15T15:15:35Z,"Taslima30ar,Order ID: 221723, Ref.: 221723",200,0,200
93762315,2024-12-15T15:23:26Z,"Mona3333,Order ID: 221730, Ref.: 221730",200,0,200
93763700,2024-12-15T15:27:20Z,"Nooralma,Order ID: 221731, Ref.: 221731",200,0,200
93766237,2024-12-15T15:32:46Z,"Abdus321,Order ID: 221740, Ref.: 221740",300,0,300
93767247,2024-12-15T15:35:10Z,"Chand129,Order ID: 221742, Ref.: 221742",500,0,500
93767983,2024-12-15T15:37:19Z,"Babul321,Order ID: 221741, Ref.: 221741",500,0,500
93775625,2024-12-15T15:52:38Z,"Abdus321,reverse extra bouns",0,15,0
93775834,2024-12-15T15:53:07Z,"Chand129,reverse extra bouns",0,25,0
93777518,2024-12-15T15:56:37Z,"Abdus321,WDR APPROVED, Account No. 01734564193",0,550,0
93778515,2024-12-15T15:58:16Z,"rasel591,Order ID: 221747, Ref.: 221747",500,0,500
93780472,2024-12-15T16:01:29Z,"Rabbi3006,Order ID: 221750, Ref.: 221750",520,0,520
93783018,2024-12-15T16:05:54Z,"Sohag1245,Order ID: 221751, Ref.: 221751",500,0,500
93783479,2024-12-15T16:06:46Z,"Hnhasan,Deposit to Hnhasan  BLC94LKTW3",3000,0,3000
93791561,2024-12-15T16:24:21Z,"Abdus321,Order ID: 221761, Ref.: 221761",500,0,500
93794043,2024-12-15T16:29:40Z,"Mahadi321,Order ID: 221765, Ref.: 221765",400,0,400
93797789,2024-12-15T16:37:15Z,"Abdus321,Order ID: 221769, Ref.: 221769",500,0,500
93798054,2024-12-15T16:37:48Z,"rasel591,Order ID: 221768, Ref.: 221768",2000,0,2000
93800437,2024-12-15T16:42:28Z,"surma11,Order ID: 221770, Ref.: 221770",200,0,200
93803169,2024-12-15T16:49:01Z,"Abdus321,Order ID: 221779, Ref.: 221779",500,0,500
93803403,2024-12-15T16:49:34Z,"Mahadi321,Order ID: 221780, Ref.: 221780",500,0,500
93806783,2024-12-15T16:56:13Z,"Abdus321,Order ID: 221783, Ref.: 221783",1000,0,1000
93807918,2024-12-15T16:58:10Z,"rasel591,Order ID: 221784, Ref.: 221784",5000,0,5000
93811246,2024-12-15T17:02:28Z,"Nooralma,Order ID: 221785, Ref.: 221785",200,0,200
93820978,2024-12-15T17:11:26Z,"Mahadi321,Order ID: 221788, Ref.: 221788",1000,0,1000
93822214,2024-12-15T17:13:39Z,"najmul001,Order ID: 221789, Ref.: 221789",200,0,200
93824849,2024-12-15T17:18:39Z,"Razz29,Order ID: 221791, Ref.: 221791",1070,0,1070
93830447,2024-12-15T17:29:32Z,"Raton57,Order ID: 221792, Ref.: 221792",1000,0,1000
93840474,2024-12-15T17:51:41Z,"Sohag1245,WDR APPROVED, Account No. 01941178238",0,500,0
93842945,2024-12-15T17:57:59Z,"Raton57,WDR APPROVED, Account No. 01991603832",0,1000,0
93843657,2024-12-15T17:59:29Z,"Maya20,Order ID: 221781, Ref.: 221781",400,0,400
93843739,2024-12-15T17:59:41Z,"Shahidu,Order ID: 221797, Ref.: 221797",200,0,200
93846698,2024-12-15T18:06:00Z,"Mahadi321,WDR APPROVED, Account No. 01906048819",0,1300,0
93856354,2024-12-15T18:28:17Z,"sayedsarkar,Order ID: 221800, Ref.: 221800",1000,0,1000
93863946,2024-12-15T18:49:11Z,"Babulahmed,WDR APPROVED, Account No. 01965840335",0,1020,0
93864535,2024-12-15T18:50:37Z,"Betvorodemologin,Order ID: 221804, Ref.: 221804",200,0,200
93865047,2024-12-15T18:52:02Z,"Betvorodemologin,amount rev",0,200,0
93865312,2024-12-15T18:52:45Z,"Nooralma,Order ID: 221796, Ref.: 221796",250,0,250
93887652,2024-12-15T20:09:37Z,"Sohag1245,WDR APPROVED, Account No. 01941178238",0,700,0
93901506,2024-12-15T21:04:51Z,"Sohag1245,WDR APPROVED, Account No. 01941178238",0,500,0
93905004,2024-12-15T21:24:21Z,"najmul001,Order ID: 221799, Ref.: 221799",250,0,250
93907389,2024-12-15T21:39:53Z,"Sohag1245,Order ID: 221811, Ref.: 221811",700,0,700
93921720,2024-12-16T00:22:51Z,"Sharif87,Order ID: 221812, Ref.: 221812",1000,0,1000
93930249,2024-12-16T01:35:58Z,"Sohag1245,Order ID: 221813, Ref.: 221813",500,0,500
93939846,2024-12-16T02:26:46Z,"Abdus321,Order ID: 221817, Ref.: 221817",300,0,300
93944428,2024-12-16T02:46:38Z,"Nooralma,Order ID: 221820, Ref.: 221820",250,0,250
93948117,2024-12-16T03:03:07Z,"najmul001,Order ID: 221823, Ref.: 221823",250,0,250
93948780,2024-12-16T03:07:00Z,"Betvorodemologin,Order ID: 221825, Ref.: 221825",200,0,200
93949060,2024-12-16T03:08:51Z,"Abdus321,WDR APPROVED, Account No. 01734564193",0,500,0
93949380,2024-12-16T03:10:26Z,"Betvorodemologin,amount rev",0,200,0
93954342,2024-12-16T03:38:32Z,"Abdus321,Order ID: 221829, Ref.: 221829",220,0,220
93965370,2024-12-16T04:00:11Z,"rifatsorry,Order ID: 221840, Ref.: 221840",200,0,200
93967832,2024-12-16T04:08:27Z,"SagorKunda,Order ID: 221839, Ref.: 221839",500,0,500
93968672,2024-12-16T04:10:56Z,"Betvorodemologin,Order ID: 221841, Ref.: 221841",2000,0,2000
93968814,2024-12-16T04:11:18Z,"Betvorodemologin,amount rev",0,2000,0
93974229,2024-12-16T04:28:36Z,"Kaysar11,Order ID: 221843, Ref.: 221843",400,0,400
93975185,2024-12-16T04:31:41Z,"SagorKunda,Order ID: 221847, Ref.: 221847",1250,0,1250
93979591,2024-12-16T04:45:47Z,"Betvorodemologin,Order ID: 221850, Ref.: 221850",200,0,200
93989922,2024-12-16T05:12:47Z,"souravami1010,no reverse, Account No. 01794408887",0,800,0
93991678,2024-12-16T05:18:31Z,"SuvoAD,Order ID: 221855, Ref.: 221855",200,0,200
93993251,2024-12-16T05:23:02Z,"shibuRD,Deposit to shibuRD from demo id BLG24THMYQ",200,0,200
93994306,2024-12-16T05:26:05Z,"Sohag1245,Order ID: 221860, Ref.: 221860",900,0,900
93996359,2024-12-16T05:32:32Z,"srejon22,Order ID: 221861, Ref.: 221861",890,0,890
93998587,2024-12-16T05:38:33Z,"srejon22,Order ID: 221862, Ref.: 221862",1500,0,1500
94000255,2024-12-16T05:42:22Z,"srejon22,Order ID: 221865, Ref.: 221865",2500,0,2500
94000481,2024-12-16T05:43:04Z,"Atik296,Order ID: 221864, Ref.: 221864",200,0,200
94005596,2024-12-16T05:57:31Z,"SuvoAD,Order ID: 221872, Ref.: 221872",200,0,200
94006122,2024-12-16T05:58:46Z,"souravami1010,Order ID: 221866, Ref.: 221866",300,0,300
94011320,2024-12-16T06:14:23Z,"Abdus321,Order ID: 221874, Ref.: 221874",300,0,300
94013713,2024-12-16T06:20:44Z,"Abdus321,Order ID: 221877, Ref.: 221877",500,0,500
94022707,2024-12-16T06:40:12Z,"Sharif87,Order ID: 221885, Ref.: 221885",2000,0,2000
94028413,2024-12-16T06:53:44Z,"Abdus321,Order ID: 221891, Ref.: 221891",200,0,200
94029807,2024-12-16T06:56:47Z,"Shojib123,Order ID: 221892, Ref.: 221892",200,0,200
94031375,2024-12-16T07:00:25Z,"Akash321,Order ID: 221844, Ref.: 221844",240,0,240
